SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
LIC.0163;Atividades de Metodologia do Ensino de Física I;Graduação;60;80;2;Sim;LIC.601.0069;Curso 601
LIC.0173;Atividades de Metodologia do Ensino de Física II;Graduação;60;80;2;Sim;LIC.601.0070;Curso 601
LIC.0067;Atividades de Metodologia do Ensino de Geografia I;Graduação;60;80;2;Sim;LIC.602.0042;Curso 01602
LIC.0075;Atividades de Metodologia do Ensino de Geografia II;Graduação;60;80;2;Sim;LIC.602.0043;Curso 01602
LIC.0437;Atividades de Metodologia do Ensino de Informática I;Graduação;60;80;2;Sim;LIC.411.0035;Curso 05411
LIC.0440;Atividades de Metodologia do Ensino de Informática II;Graduação;60;80;2;Sim;LIC.411.0034;Curso 05411
LIC.0102;Atividades de Metodologia do Ensino de Matemática I;Graduação;60;80;2;Sim;LIC.430.0046;Curso 01430
LIC.1102;Atividades de Metodologia do Ensino de Matemática I;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.0108;Atividades de Metodologia do Ensino de Matemática II;Graduação;60;80;2;Sim;LIC.430.0047;Curso 01430
LIC.1103;Atividades de Metodologia do Ensino de Matemática II;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1082;Atividades de Metodologia do Ensino de Matemática III;Graduação;30;40;2;Sim;-;-
LIC.1104;Atividades de Metodologia do Ensino de Matemática III;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.0483;Atividades de Metodologia do Ensino de Química I;Graduação;60;80;2;Sim;LIC.413.0045;Curso 413
LIC.0484;Atividades de Metodologia do Ensino de Química II;Graduação;60;80;2;Sim;LIC.413.0046;Curso 413
LIC.0888;Atividades de Metodologia do Ensino I;Graduação;60;80;4;Sim;-;-
LIC.0889;Atividades de Metodologia do Ensino II;Graduação;60;80;4;Sim;-;-
TEC.1227;Atividades de Prática Profissional;Graduação;240;320;2;Sim;-;-
LIC.0308;Atividades Experimentais para o Ensino de Ciências e Biologia;Graduação;60;80;4;Sim;LIC.106.0038;Curso 07106
LIC.0974;Atividades Experimentais para o Ensino de Ciências e Biologia I;Graduação;30;40;2;Sim;-;-
LIC.0973;Atividades Experimentais para o Ensino de Ciências e Biologia II;Graduação;30;40;2;Sim;-;-
TEC.1215;Auditoria Ambiental;Graduação;30;40;2;Sim;-;-
ENG.0139;Auditoria de Sistemas de Gestão;Graduação;30;40;2;Sim;-;-
TEC.0562;Auditoria e Certificação de Qualidade Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0021;Curso 01304
ENG.0178;Auditoria Logística;Graduação;30;40;2;Sim;-;-
TEC.0723;Auditoria Logística;Graduação;30;40;2;Sim;TEC.809.0032;Curso 809
TEC.0319;Auditoria Pública;Graduação;60;80;4;Sim;SUP.052;Curso 01436X
TEC.0065;Auditoria Pública (NCT);Graduação;60;80;4;Sim;TEC.436.0021;-
TEC.0513;Automação e Controle(60H);Graduação;60;80;4;Sim;TEC.804.0018;Curso 06804
TEC.0762;Automação e Manutenção Industrial;Graduação;30;40;2;Sim;TEC.NCT.UT.0102;-
LIC.0449;Autoria Web;Graduação;60;80;4;Sim;LIC.411.0009;Curso 05411
TEC.0680;Autoria Web;Graduação;60;80;4;Sim;TEC.806.0005;-
TEC.0880;Autoria Web;Graduação;60;80;4;Sim;INF.S005;Curso 404X
LIC.0694;Autoria Web;Graduação;60;80;4;Sim;SUP.224;.
TEC.0161;Avaliação de Desempenho de Sistemas (NCT);Graduação;60;80;4;Sim;TEC.405.0005;-
ENG.0088;Avaliação de Impactos Ambientais;Graduação;45;60;3;Sim;-;-
CIV.0066;Avaliação Pós-Ocupacional (30h);Graduação;30;40;2;Sim;-;-
TEC.0468;Avaliação Pós-Ocupacional(60H);Graduação;60;80;4;Sim;TEC.102.0022;Curso 01102
CIV.0050;Avaliações e Perícias de Engenharia (60h);Graduação;60;80;4;Sim;-;-
TEC.1089;Avicultura de Base Ecológica;Graduação;60;80;4;Sim;-;-
TEC.0353;Avicultura e Suinocultura de Base Ecológica(60H);Graduação;60;80;4;Sim;TEC.805.0012;Curso 05805
TEC.0763;Balanço de calor e massa;Graduação;60;80;4;Sim;TEC.NCT.UT.0112;-
LIC.0446;Banco de Dados;Graduação;60;80;4;Sim;LIC.411.0006;Curso 05411
TEC.0881;Banco de Dados;Graduação;60;80;4;Sim;INF.S016;Curso 404X
LIC.0690;Banco de Dados;Graduação;60;80;4;Sim;SUP.225;.
TEC.0684;Banco de Dados I;Graduação;60;80;4;Sim;TEC.806.0009;-
TEC.0689;Banco de Dados II;Graduação;60;80;4;Sim;TEC.806.0014;-
TEC.1009;Bancos de Dados;Graduação;60;80;4;Sim;TEC.404.0010;Curso 404
TEC.0022;Bancos de Dados (NCT);Graduação;60;80;4;Sim;-;-
CIV.0072;Barragens de Terra e Enrocamento (30h);Graduação;30;40;2;Sim;-;-
TEC.0325;Bases Científicas da Agroecologia(60H);Graduação;60;80;4;Sim;TEC.805.0001;Curso 05805
CIV.0065;BIM e Estruturas de Concreto Armado (30h);Graduação;30;40;2;Sim;-;-
CIV.0088;BIM e Instalações Prediais (30h);Graduação;30;40;2;Sim;-;-
CIV.0073;BIM na Infraestrutura Viária (30h);Graduação;30;40;2;Sim;-;-
TEC.0764;Biocombustíveis;Graduação;60;80;4;Sim;TEC.NCT.UB.0086;-
LIC.0310;Bioética;Graduação;60;80;4;Sim;LIC.NEp.0044;-
LIC.0972;Bioética;Graduação;30;40;2;Sim;-;Curso 106
LIC.0272;Biofísica;Graduação;60;80;4;Sim;LIC.106.0005;Curso 106
LIC.0071;Biogeografia;Graduação;60;80;4;Sim;LIC.602.0020;Curso 01602
LIC.0630;Biogeografia;Graduação;60;80;4;Sim;FOR.L038;Curso 602x
TEC.0322;Biologia(45H);Graduação;45;60;3;Sim;TEC.NFd.0022;Curso 05805
TEC.0373;Biologia(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0001;Curso 03048
LIC.0305;Biologia Aquática e Pesqueira;Graduação;30;40;2;Sim;LIC.106.0035;Curso 106
LIC.0261;Biologia Celular;Graduação;60;80;4;Sim;LIC.106.0001;Curso 106
LIC.0307;Biologia da Conservação;Graduação;60;80;4;Sim;LIC.106.0037;Curso 07106
LIC.0971;Biologia da Conservação;Graduação;30;40;2;Sim;-;-
LIC.1053;Biologia para o Ensino de Ciências;Graduação;30;40;2;Sim;-;-
TEC.0331;Biomas e Ecologia da Caatinga(45H);Graduação;45;60;3;Sim;TEC.805.0002;Curso 05805
LIC.0277;Bioquímica;Graduação;60;80;4;Sim;LIC.106.0008;Curso 106
LIC.0513;Bioquímica;Graduação;45;60;3;Sim;LIC.413.0012;Curso 413
TEC.1003;Bioquímica;Graduação;90;120;6;Sim;-;-
LIC.1052;Bioquímica;Graduação;30;40;2;Sim;-;-
TEC.1072;Bioquímica;Graduação;30;40;2;Sim;-;.
TEC.1183;Bioquímica;Graduação;30;40;2;Sim;-;ProcQui
TEC.0329;Bioquímica(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0069;-
TEC.0395;Bioquímica dos Alimentos(60H);Graduação;60;80;4;Sim;TEC.048.0031;Curso 03048
TEC.0401;Biotecnologia de Alimentos(60H);Graduação;60;80;4;Sim;TEC.048.0011;Curso 03048
TEC.0332;Botânica da Caatinga(60H);Graduação;60;80;4;Sim;TEC.805.0003;Curso 05805
LIC.0266;Botânica Geral;Graduação;60;80;4;Sim;LIC.106.0003;Curso 106
TEC.1081;Bovinocultura de Base Ecológica;Graduação;60;80;4;Sim;-;-
TEC.0341;Bovinocultura e Ovinocaprinocultura de Base Ecológica(60H);Graduação;60;80;4;Sim;TEC.805.0013;Curso 05805
TEC.0276;Cabeamento Estruturado e Redes de Acesso(60H);Graduação;60;80;4;Sim;INF.S077;405x
TEC.0152;Cabeamento Estruturado (NCT);Graduação;60;80;4;Sim;TEC.405.0006;-
TEC.1063;CAD Aplicado à Moda;Graduação;60;80;4;Sim;-;-
ENG.0149;Cadeia de Suprimentos;Graduação;30;40;2;Sim;-;-
TEC.1053;Cadeia Produtiva do Turismo;Graduação;60;80;4;Sim;-;-
LIC.0151;Cálculo de Funções de Uma Variável;Graduação;60;80;4;Sim;LIC.601.0002;Curso 601
LIC.0153;Cálculo de Funções de Várias Variáveis;Graduação;60;80;4;Sim;LIC.601.0003;Curso 601
TEC.0485;Cálculo de múltiplas variáveis(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0032;Curso 06804
LIC.1123;Cálculo de Uma Variável A;Graduação;60;80;4;Sim;-;-
LIC.1124;Cálculo de Uma Variável B;Graduação;60;80;4;Sim;-;-
LIC.0900;Cálculo de Uma Varivável A;Graduação;60;80;4;Sim;-;-
LIC.0901;Cálculo de Uma Varivável B;Graduação;60;80;4;Sim;-;-
LIC.0424;Cálculo Diferencial e Integral;Graduação;60;80;4;Sim;LIC.NEp.0018;-
LIC.0722;Cálculo Diferencial e Integral;Graduação;90;120;6;Sim;CRA.018;.
TEC.0259;Cálculo Diferencial e Integral(60H);Graduação;60;80;4;Sim;FOR.S022;405x
TEC.0246;Cálculo Diferencial e Integral I;Graduação;45;60;3;Sim;FOR.S008;Curso 404X
LIC.0100;Cálculo Diferencial e Integral I;Graduação;90;120;6;Sim;LIC.430.0018;Curso 01430
LIC.0493;Cálculo Diferencial e Integral I;Graduação;60;80;4;Sim;LIC.413.0015;Curso 413
LIC.0581;Cálculo Diferencial e Integral I;Graduação;90;120;6;Sim;SUP.109;Curso 01430x
LIC.0799;Cálculo Diferencial e Integral I;Graduação;60;80;4;Sim;DIA/CN.014;-
LIC.0104;Cálculo Diferencial e Integral II;Graduação;75;100;5;Sim;LIC.430.0004;Curso 01430
LIC.0496;Cálculo Diferencial e Integral II;Graduação;60;80;4;Sim;LIC.413.0016;Curso 413
LIC.0585;Cálculo Diferencial e Integral II;Graduação;75;100;5;Sim;SUP.127;Curso 01430x
LIC.0803;Cálculo Diferencial e Integral II;Graduação;60;80;4;Sim;DIA/CN.016;-
LIC.0137;Cálculo Diferencial e Integral III;Graduação;60;80;4;Sim;LIC.430.0021;Curso 01430
TEC.0071;Cálculo Diferencial e Integral (NFD);Graduação;60;80;4;Sim;TEC.NCT.UB.0004;Curso 404
TEC.0765;Cálculo I;Graduação;60;80;4;Sim;TEC.NCT.UB.0076;-
LIC.1079;Cálculo I;Graduação;60;80;4;Sim;-;.
TEC.0766;Cálculo II;Graduação;60;80;4;Sim;TEC.NCT.UB.0082;-
LIC.0906;Cálculo II;Graduação;60;80;4;Sim;-;.
LIC.0935;Cálculo III;Graduação;60;80;4;Sim;-;-
LIC.0141;Cálculo Numérico;Graduação;60;80;4;Sim;LIC.430.0025;Curso 01430
ESA.0010;Cálculo Numérico (60h);Graduação;60;80;4;Sim;-;-
ENG.0003;Cálculo para Engenharia I;Graduação;90;120;6;Sim;-;-
ENG.0004;Cálculo para Engenharia II;Graduação;90;120;6;Sim;-;-
ENG.0005;Cálculo para Engenharia III;Graduação;90;120;6;Sim;-;-
LIC.0156;Cálculo Vetorial e Equações Diferenciais;Graduação;60;80;4;Sim;LIC.601.0004;Curso 601
TEC.0811;Captação de Recursos;Graduação;30;40;2;Sim;TEC.505.0002;Curso 505
LIC.0619;Cartografia;Graduação;80;106;5;Sim;FOR.L040;Curso 602x
LIC.0839;Cartografia;Graduação;60;80;4;Sim;-;Curso 01602
TEC.1207;Cartografia Ambiental;Graduação;30;40;2;Sim;-;-
TEC.0537;Cartografia Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0004;Curso 01304
LIC.0045;Cartografia Temática;Graduação;60;80;4;Sim;LIC.602.0006;Curso 01602
ATV.0092;Centro de Aprendizagem - CAp - Sup;Graduação;30;40;2;Sim;-;-
ATV.0093;Centro de Aprendizagem - CAp - Sup;Graduação;45;60;3;Sim;-;-
ATV.0094;Centro de Aprendizagem - CAp - Sup;Graduação;60;80;4;Sim;-;-
ATV.0095;Centro de Aprendizagem - CAp - Sup;Graduação;90;120;6;Sim;-;-
ATV.0103;Centro de Aprendizagem - CAp - Sup;Graduação;15;20;1;Sim;-;-
TEC.1106;Certificação Orgânica em Sistemas Pecuários;Graduação;30;40;2;Sim;-;-
TEC.0285;Cidadania e Políticas Públicas(30H);Graduação;30;40;2;Sim;DAGESC.158;405x
TEC.1040;Cidadania, Ética e Meio Ambiente (30h);Graduação;30;40;2;Sim;-;-
TEC.0530;Cidadania, Ética e Meio Ambiente(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0007;Curso 01304
ENG.0159;Ciência e Tecnologia dos Materiais;Graduação;30;40;2;Sim;-;-
ENG.0013;Ciência, Filosofia e Sociedade;Graduação;30;40;2;Sim;-;-
CIV.0015;Ciências do Ambiente (30h);Graduação;30;40;2;Sim;-;-
CIV.0002;Ciências e Tecnologia dos Materiais (30h);Graduação;30;40;2;Sim;-;-
LIC.1148;Ciências no Ensino Fundamental I;Graduação;60;80;4;Sim;-;-
LIC.1149;Ciências no Ensino Fundamental II;Graduação;60;80;4;Sim;-;-
LIC.1150;Ciências no Ensino Fundamental III;Graduação;60;80;4;Sim;-;-
TEC.1185;Cinética;Graduação;30;40;2;Sim;-;-
ENG.0030;Circuitos Elétricos I;Graduação;60;80;4;Sim;-;-
ENG.0031;Circuitos Elétricos II;Graduação;60;80;4;Sim;-;-
LIC.0055;Climatologia;Graduação;30;40;2;Sim;LIC.602.0012;Curso 01602
LIC.0622;Climatologia;Graduação;60;80;4;Sim;FOR.L037;Curso 602x
LIC.0841;Climatologia;Graduação;60;80;4;Sim;-;Curso 01602
ESA.0046;Climatologia (60h);Graduação;60;80;4;Sim;-;-
TEC.0505;Comandos Elétricos(60H);Graduação;60;80;4;Sim;TEC.804.0013;Curso 06804
ENG.0051;Combustíveis e Biocombustíveis;Graduação;60;80;4;Sim;-;-
TEC.0698;Comércio Eletrônico;Graduação;30;40;2;Sim;TEC.806.0023;-
TEC.0099;Comércio Internacional I (Curso 502);Graduação;45;60;3;Sim;TEC.502.0001;-
TEC.0104;Comércio Internacional II (Curso 502);Graduação;45;60;3;Sim;TEC.502.0006;-
CIV.0053;Compatibilização e Cooperação em Projetos BIM (30h);Graduação;30;40;2;Sim;-;-
TEC.0956;Comportamento do Consumidor no Turismo;Graduação;60;80;4;Sim;TEC.208.0006;Curso 208
TEC.0217;Comportamento Organizacional;Graduação;80;106;5;Sim;DAGESC.012;502.0
TEC.0301;Comportamento Organizacional;Graduação;45;60;3;Sim;SUP.043;Curso 01436X
TEC.0100;Comportamento Organizacional (Curso 502);Graduação;60;80;4;Sim;TEC.502.0002;-
TEC.0052;Comportamento Organizacional (NCT);Graduação;60;80;4;Sim;TEC.436.0008;-
TEC.1123;Computação Forense;Graduação;60;80;4;Sim;-;-
LIC.0459;Computação Gráfica;Graduação;60;80;4;Sim;LIC.NEp.0020;-
TEC.0882;Computador e Sociedade;Graduação;30;40;2;Sim;INF.S034;Curso 404X
TEC.0012;Computador e Sociedade (NCT);Graduação;30;40;2;Sim;TEC.NCT.UT.0015;Curso 404
TEC.0265;Comunicação de Dados(60H);Graduação;60;80;4;Sim;INF.S069;405x
TEC.0141;Comunicação de Dados (NCT);Graduação;60;80;4;Sim;TEC.405.0007;-
TEC.0356;Comunicação e Métodos Participativos na Extensão Rural(60H);Graduação;60;80;4;Sim;TEC.805.0025;Curso 05805
LIC.0869;Concepções e Práticas da Educação de Jovens e Adultos;Graduação;60;80;4;Sim;-;Curso 01602
LIC.0924;Concepções e Práticas da Educação de Jovens e Adultos;Graduação;60;80;4;Sim;-;-
LIC.0923;Concepções e Práticas de Avaliação da Aprendizagem;Graduação;30;40;2;Sim;-;-
LIC.1025;Concepções e Práticas de Avaliação da Aprendizagem;Graduação;60;80;4;Sim;-;-
LIC.1140;Concepções e Práticas na Avaliação;Graduação;60;80;4;Sim;-;-
LIC.1139;Concepções e Práticas na EJA;Graduação;60;80;4;Sim;-;-
CIV.0058;Concreto Protendido (60h);Graduação;60;80;4;Sim;-;-
TEC.0652;Configurações Culturais;Graduação;60;80;4;Sim;TEC.NCT.UB.0064;Curso 440
TEC.0447;Construção Civil e Meio Ambiente(45H);Graduação;45;60;3;Sim;TEC.102.0011;Curso 01102
CIV.0020;Construção Civil I (90h);Graduação;90;120;6;Sim;-;-
CIV.0021;Construção Civil II (60h);Graduação;60;80;4;Sim;-;-
TEC.0442;Construção de Edifícios(60H);Graduação;60;80;4;Sim;TEC.102.0010;Curso 01102
TEC.0472;Construção Industrializada(60H);Graduação;60;80;4;Sim;TEC.102.0026;Curso 01102
TEC.0462;Construções Metálicas e de Madeira(60H);Graduação;60;80;4;Sim;TEC.102.0019;Curso 01102
CIV.0048;Construções Sustentáveis Metodologia e Tecnologia (30h);Graduação;30;40;2;Sim;-;-
TEC.0957;Consultoria e Formalização de Negócios em Turismo;Graduação;60;80;4;Sim;TEC.208.0024;Curso 208
TEC.0215;Contabilidade Geral;Graduação;60;80;4;Sim;DAGESC.010;502.0
TEC.0109;Contabilidade Geral (Curso 502);Graduação;45;60;3;Sim;TEC.502.0011;-
TEC.0302;Contabilidade Pública;Graduação;60;80;4;Sim;SUP.045;Curso 01436X
TEC.0061;Contabilidade Pública (NCT);Graduação;60;80;4;Sim;TEC.436.0017;-
ENG.0071;Controladores Lógicos Programáveis;Graduação;60;80;4;Sim;-;-
TEC.0514;Controladores Lógicos Programáveis (CLPs)(60H);Graduação;60;80;4;Sim;TEC.804.0019;Curso 06804
CIV.0037;Controle de Qualidade em Edificações (60h);Graduação;60;80;4;Sim;-;-
TEC.0767;Controle de qualidade na indústria;Graduação;60;80;4;Sim;TEC.NCT.UT.0121;-
ENG.0105;Controle Discreto;Graduação;60;80;4;Sim;-;-
TEC.0393;Controle Estatístico da Qualidade(60H);Graduação;60;80;4;Sim;TEC.048.0007;Curso 03048
ENG.0042;Conversão Eletromecânica de Energia I;Graduação;90;120;6;Sim;-;-
ENG.0064;Conversão Eletromecânica de Energia II;Graduação;60;80;4;Sim;-;-
TEC.0768;Corrosão;Graduação;60;80;4;Sim;TEC.NCT.UT.0111;-
TEC.1198;Corrosão;Graduação;30;40;2;Sim;-;P.qui
TEC.1133;Criação de Figurinos;Graduação;30;40;2;Sim;-;-
TEC.1134;Cultura Contemporânea;Graduação;30;40;2;Sim;-;-
TEC.0978;Cultura, Diversidade e Turismo;Graduação;30;40;2;Sim;TEC.NCT.0098;Curso 208
TEC.0654;Cultura e Sociedade;Graduação;60;80;4;Sim;TEC.NCT.UB.0051;-
LIC.0417;Cultura Espanhola;Graduação;60;80;4;Sim;-;Curso 603
LIC.0540;Cultura Espanhola;Graduação;80;106;5;Sim;FOR.L084;Curso 603X
LIC.0332;Cultura Hispânica I;Graduação;60;80;4;Sim;LIC.603.0044;Curso 603
LIC.0333;Cultura Hispânica II;Graduação;60;80;4;Sim;LIC.603.0064;Curso 603
LIC.0393;Cultura Hispânica II;Graduação;45;60;3;Sim;-;Curso 603
LIC.0401;Cultura Hispano-Africana;Graduação;60;80;4;Sim;-;Curso 603
LIC.0541;Cultura Hispano-americana;Graduação;80;106;5;Sim;FOR.L087;Curso 603X
LIC.0418;Cultura Hispano-Americana;Graduação;60;80;4;Sim;-;Curso 603
LIC.1071;Cultura Hispano-Americana I;Graduação;60;80;4;Sim;-;Curso 603
LIC.0829;Cultura Hispano-Americana II;Graduação;60;80;4;Sim;-;Curso 603
TEC.1086;Culturas Agrícolas de Base Ecológica I;Graduação;60;80;4;Sim;-;-
TEC.1088;Culturas Agrícolas de Base Ecológica II;Graduação;60;80;4;Sim;-;-
TEC.0939;Customização;Graduação;30;40;2;Sim;-;Curso 33
CIV.0005;Desenho Arquitetônico (60h);Graduação;60;80;4;Sim;-;-
TEC.0432;Desenho Arquitetônico(75H);Graduação;75;100;5;Sim;TEC.NCT.UT.0035;Curso 01102
ENG.0130;Desenho Assistido por Computador;Graduação;60;80;4;Sim;-;-
CIV.0007;Desenho Assistido por Computador (30h);Graduação;30;40;2;Sim;-;-
TEC.0918;Desenho de Moda;Graduação;60;80;4;Sim;-;Curso 33
TEC.0955;Desenho de moda em Corel Draw;Graduação;30;40;2;Sim;-;Curso 33
TEC.1129;Desenho de Moda Informatizado;Graduação;30;40;2;Sim;-;-
LIC.0138;Desenho Geométrico;Graduação;60;80;4;Sim;LIC.430.0022;Curso 01430
LIC.0596;Desenho Geométrico;Graduação;45;60;3;Sim;DIAFOP.118;Curso 01430x
TEC.0769;Desenho Industrial;Graduação;60;80;4;Sim;TEC.NCT.UB.0079;-
ENG.0124;Desenho Técnico;Graduação;45;60;3;Sim;-;-
TEC.1204;Desenho Técnico;Graduação;60;80;4;Sim;-;-
CIV.0003;Desenho Técnico (60h);Graduação;60;80;4;Sim;-;-
TEC.0424;Desenho Técnico(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0034;Curso 01102
ENG.0022;Desenho Técnico Assistido por Computador;Graduação;60;80;4;Sim;-;-
TEC.1136;Desenho Técnico Auxiliado por Computador;Graduação;60;80;4;Sim;-;-
TEC.0380;Desenho Técnico Auxiliado por Computador(45H);Graduação;45;60;3;Sim;TEC.NCT.UB.0009;Curso 03048
TEC.0477;Desenho Técnico / CAD(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0030;Curso 06804
TEC.0694;Desenvolvimento com Ferramentas RAD;Graduação;60;80;4;Sim;TEC.806.0019;-
TEC.0950;Desenvolvimento de Atividade Profissional Efetiva.;Graduação;315;420;2;Sim;-;Curso 33
TEC.0546;Desenvolvimento de estágio curricular supervisionado (Estágio Técnico)(300H);Graduação;300;400;2;Sim;TEC.304.0039;Curso 01304
TEC.0951;Desenvolvimento de Estágio Supervisionado;Graduação;315;420;2;Sim;-;Curso 33
LIC.0460;Desenvolvimento de Jogos;Graduação;60;80;4;Sim;LIC.NEp.0023;-
LIC.1027;Desenvolvimento de Jogos Digitais;Graduação;60;80;4;Sim;-;-
TEC.0077;Desenvolvimento de Jogos (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0021;Curso 404
TEC.0839;Desenvolvimento de Pesquisa Acadêmica/Técnica I;Graduação;100;133;2;Sim;TEC.505.0030;Curso 505
TEC.0840;Desenvolvimento de Pesquisa Acadêmica/Técnica II;Graduação;100;133;2;Sim;TEC.505.0031;Curso 505
LIC.0026;Desenvolvimento de Pesquisa Acadêmico-Científica;Graduação;30;40;2;Sim;-;-
LIC.0084;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.602.0040;Curso 01602
LIC.0128;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.430.0048;Curso 01430
LIC.0179;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.601.0067;Curso 601
LIC.0293;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.106.0047;Curso 106
LIC.0315;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.603.0071;Curso 603
LIC.0442;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.411.0036;Curso 05411
LIC.0485;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.413.0043;Curso 413
LIC.0673;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;-;Curso 710
LIC.1085;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;4;Sim;-;-
LIC.0089;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.602.0041;Curso 01602
LIC.0134;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.430.0049;Curso 01430
LIC.0185;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.601.0068;Curso 601
LIC.0300;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.106.0048;Curso 106
LIC.0316;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.603.0072;Curso 603
LIC.0443;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.411.0037;Curso 05411
LIC.0486;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.413.0044;Curso 413
LIC.0674;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;-;Curso 710
LIC.1086;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;4;Sim;-;-
TEC.0985;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica;Graduação;180;240;2;Sim;TEC.208.0033;Curso 208
TEC.0362;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica(200H);Graduação;200;266;2;Sim;TEC.805.0037;Curso 05805
TEC.1014;Desenvolvimento de Pesquisa Acadêmico-Científica ou tecnológica (com TCC);Graduação;300;400;2;Sim;-;-
TEC.0086; Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I;Graduação;80;107;2;Sim;TEC.436.0031;-
TEC.0578;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I;Graduação;100;133;2;Sim;TEC.304.0047;Curso 01304
TEC.0194;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I (Curso 502);Graduação;30;40;2;Sim;TEC.502.0039;-
TEC.0581;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II;Graduação;100;133;2;Sim;TEC.304.0048;Curso 01304
TEC.0088;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II (Curso 436);Graduação;80;107;2;Sim;TEC.436.0032;-
TEC.0195;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II (Curso 502);Graduação;30;40;2;Sim;TEC.502.0040;-
TEC.0770;Desenvolvimento de Pesquisa Acadêmico Científica ou Tecnológica  (TCC);Graduação;300;400;2;Sim;TEC.014.0009;Curso 014
LIC.0870;Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;40;40;2;Sim;-;-
LIC.0871;Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;40;40;2;Sim;-;-
